Under Armour,2023-06-24,"I loved the appearance of these shoes but never was able to wear them. Based on reviews saying the fit was small, I ordered a half-size larger than I normally wear. For the last 40 years, my shoe size was an 8. Once in a while I was forced into an 8 1/2. This was consistently the case. So I ordered a size 8 1/2 in these shoes. They had the tightest and most painful fit of any shoes I have ever put on my feet. The size 8 1/2 shoe was ridiculously small. On the website, I was told I could exchange them only for a black pair. The shoes I ordered were white with orange trim. Fully black was totally unacceptable. I returned them to a local Under Armour Outlet store for a refund. I still don't understand how the company can peddle the shoes being so undersized. I guess I ... MoreI loved the appearance of these shoes but never was able to wear them. Based on reviews saying the fit was small, I ordered a half-size larger than I normally wear. For the last 40 years, my shoe size was an 8. Once in a while I was forced into an 8 1/2. This was consistently the case. So I ordered a size 8 1/2 in these shoes. They had the tightest and most painful fit of any shoes I have ever put on my feet. The size 8 1/2 shoe was ridiculously small. On the website, I was told I could exchange them only for a black pair. The shoes I ordered were white with orange trim. Fully black was totally unacceptable. I returned them to a local Under Armour Outlet store for a refund. I still don't understand how the company can peddle the shoes being so undersized. I guess I will stick with shirts and shorts only, which always seem to fit appropriately for the given size. Less"
Under Armour,2024-02-25,"Quality:overall, feels goodAppearance:Nice design, but some imperfections on the pair receivedPerformance:comfortableThis is my 2nd purchase from the seller. I ordered on 28 Jan and received on 31 Jan. The shoes fit true to size. They are comfortable to wear and walk in.Some minor imperfections:1. There are some faint scratches or stains on the left toe cap. Hope I can remove them with sneaker cleaner.2. The front tip of the right sole does not appear to be cut in the correct shape.So, I will take away one star for these. Otherwise, I think they are OK and do not affect the overall comfort and performance of the shoes."
Under Armour,2024-03-11,"The Assert 10 shoe arrived earlier than scheduled. It was nicely packaged. The shoe initially felt stiff, but it has a nice & comfortable arch support when worn. I ordered my typical size for underarmour shoes, but this model seems a liitle snug. A half size larger would have been better fit. Its a good looking shoe, However, not quite as pictured; namely color discrepancies ... body of shoe has lighter gray than expected and white soles rather than gray."
Under Armour,2023-05-24,"Based on the reviews a out running small from the previous model, UA Charged Assert 9, I ordered this Charged Assert 10 a half size larger than normal for me. My toes are hitting the end of the shoe and I don’t think ordering a full size larger than normal, 11 vs 10, would provide enough room in length. Too bad because otherwise it is a great looking shoe that otherwise appears to fit well. I can’t recommend due thevsizing issue. Bottom line, order up one size (at least) and I am returning. UA needs to correct this shoe’s sizing issues."
Under Armour,2023-08-14,"cant say it was UA' s fault, but my shoes were delivered 3 days later than FedEx promised. No big deal I guess not like I needed them for a special occasion, still..... The shoes themselves are nice looking but i was a little disappointed in the whiteness of the shoes. The picture I saw on the website seemed not to be so white, afraid it is going to be a little hard to keep them that white. Performance wise, i havent really worn them yet but the rim of the shoe where the bottom of your ankle is, is padded nicely. Overall I like the shoes and will just keep a wet rag and a little soap in a ziplock with me!"
Under Armour,2023-12-16,"I officiate football and wanted to try another brand of sneakers for next season so I purchased this model during the outstanding Black Friday sale. I have never owned Under Armour sneakers before but have gotten positive recommendations from fellow umpires who have been wearing them and I also notice top level officials wearing the brand. Although I haven't worn these shoes in game action yet, these seem comfortable in wearing them around. I am optimistic that these shoes will be comfortable during games next season"
Under Armour,2023-06-17,"I need extra wide (4E) fit and have only found a couple shoes that do the job and one discontinued recently. I tried on 4 other brands before I found these gems (my last chance). They felt a little short in the store however I took them home anyways and wore them a little to try them out. I could of lived with them but when I tried 1/2 size larger (10 to 10 1/2) wow I had the right fit!What people mean by 'old man shoes""? Some feet run wide. That is not cool to say that."
Under Armour,2023-08-10,I purchased the grey and white shoes thinking they looked Grey all around with white and then grey at the bottoms again. The photo is very deceiving in this manner making white look grey. Also the photos make it look like a more athletic shoe and that is not the case. They are much bulkier than I would’ve thought from the pictures as well. Great shoe and does what I need it too but just not what I wanted looks wise at all.
Under Armour,2024-01-12,My husband is 6’9” with a size 15 shoe. So shoe shopping for him can be a pain. Finding these in his size with an extra wide option was amazing. He’s worn them almost every day since Christmas. He reports they are super comfy and supportive. 0 complaints at this time. They are also really sharp looking and match most outfits.
Under Armour,2024-03-15,"These running sneakers have become my go-to for every run. They're incredibly comfortable and provide just the right amount of support, which has made a noticeable difference in my performance. I appreciate the breathable design, especially on longer runs, as it keeps my feet feeling fresh and cool. Overall, these sneakers have made my running experience more enjoyable and consistent."
Under Armour,2023-12-13,"I recently purchased the Under Armour UA Lockdown 6 Basketball Shoes, and I am beyond impressed with their performance on the basketball court. As an avid basketball player, I've worn my fair share of basketball shoes, and these truly stand out.First and foremost, the lockdown fit is exceptional. The shoes provide a secure and snug fit around the foot, offering the stability needed for quick cuts and explosive movements on the court. The ankle support is commendable, ensuring confidence in every jump and landing.The traction on the UA Lockdown 6 is outstanding. The multidirectional herringbone pattern on the outsole provides excellent grip on various court surfaces. Whether making sharp cuts or sprinting down the court, I felt in complete control, thanks to the ... MoreI recently purchased the Under Armour UA Lockdown 6 Basketball Shoes, and I am beyond impressed with their performance on the basketball court. As an avid basketball player, I've worn my fair share of basketball shoes, and these truly stand out.First and foremost, the lockdown fit is exceptional. The shoes provide a secure and snug fit around the foot, offering the stability needed for quick cuts and explosive movements on the court. The ankle support is commendable, ensuring confidence in every jump and landing.The traction on the UA Lockdown 6 is outstanding. The multidirectional herringbone pattern on the outsole provides excellent grip on various court surfaces. Whether making sharp cuts or sprinting down the court, I felt in complete control, thanks to the reliable traction.Comfort is another strong suit of these basketball shoes. The cushioning system effectively absorbs impact, reducing fatigue during extended play. The breathability of the materials used keeps my feet cool and comfortable throughout the game.Durability is key for any basketball shoe, and the UA Lockdown 6 does not disappoint. The build quality is robust, and after several intense games, the shoes still look and perform like new. It's clear that Under Armour prioritizes longevity in their design.Stylish yet functional, the design of the UA Lockdown 6 is a win-win. The sleek look of the shoes garnered compliments both on and off the court. Under Armour has struck a perfect balance between aesthetics and performance.In conclusion, the Under Armour UA Lockdown 6 Basketball Shoes exceeded my expectations. From the superior lockdown fit to the exceptional traction and overall durability, these shoes have become my go-to on the basketball court. If you're seeking a reliable and high-performing basketball shoe, look no further than the UA Lockdown 6. Less"
Under Armour,2023-12-18,"These shoes are nice but have issues. First and foremost, the shoe runs small - for me it is at least a half size small. I just ordered another pair of UA running shoes and these are at least a half size smaller. I had to exchange for the next size up and they are still a touch on the tight size. I am, hoping that the upper loosens up a bit and they will be awesome if that happens.The upper has very little give so right now they are uncomfortable. The base of the shoe is great and comfortable, but narrow and a touch short. I am not sure if that is because they market this as a unisex shoe and have made the outsole smaller to accommodate more smaller feet.The shoe looks great and my fingers are crossed that a break in will include loosening of the uppers. Look at ... MoreThese shoes are nice but have issues. First and foremost, the shoe runs small - for me it is at least a half size small. I just ordered another pair of UA running shoes and these are at least a half size smaller. I had to exchange for the next size up and they are still a touch on the tight size. I am, hoping that the upper loosens up a bit and they will be awesome if that happens.The upper has very little give so right now they are uncomfortable. The base of the shoe is great and comfortable, but narrow and a touch short. I am not sure if that is because they market this as a unisex shoe and have made the outsole smaller to accommodate more smaller feet.The shoe looks great and my fingers are crossed that a break in will include loosening of the uppers. Look at the photo - I am wearing a 12, while I normally wear an 11.5 in UA athletic shoes. My feet are 288mm and normally a medium width - look at the lace area - you can see where it is widening out near my leg and you can see how narrow the toe box is of this shoe.If your feet are on the small/narrow side, this could be a great shoe for you. I am 6'1"" and weight 180. Less"
Under Armour,2024-03-16,"I'm a professional trainer and was looking for a pair of shoes that were both comfortable and supportive for a long day on the floor of the gym. I was reluctant to purchase shoes that were advertised as basketball shoes, but liked the design so I gave them a try. They passed the test. I'm a D width and they run just a tad narrow, but they relaxed after a shift at the gym. I wear orthotics and the only downside is the insoles are not removeable. However, they work just fine with my orthotics. The only problem is I wear a 3mm lift in my left shoe, and that combined with the orthotics made the shoe too tights. The ultimate testament is I'm purchasing a back up pair in a different color."
Under Armour,2023-05-09,"I bought these for my daughter and myself for netball as we both have wide feet and other brands are just a smidge too tight. They r brilliant!! So comfortable and fit perfectly. And look good too. I bought them online, although I measured and sized as best I could, I was still a little nervous about getting them before trying them on, but they fit perfectly and very true to size. We have been wearing them for a few weeks now and we love them. I use them for both outdoor and indoor netball and my daughter also uses them for Netball and school sports. We both played our first game in the rain for this season and while everyone else was complaining about there feet soaking and freezing our were warm and dry."
Under Armour,2023-09-22,"Ordered these online to use for boxing workouts. Basketball shoes are often good for boxing, as many of the same foot movements are used. After a couple workouts, these shoes are just about perfect. Good support, especially side to side. The tread pattern is great for pivots. They seem to be good quality, and I like the ankle support, though I do wish it was a half-inch higher. All and all, just what I wanted. And unlike most basketball shows, these are far less than $100."
Under Armour,2023-08-13,"These shoes surprised me. They have a great fit, are built pretty well compared to some other name brands, and the grip has been superb. They have just enough cushion to where they absorb the shock but they dont sink you still get the solid court feel. They dont get overly dusty causing slippage, any ive got was easily wiped off real fast and back to playing. If you want a good shoe for playing basketball and not to show off, you would be pretty happy with these I think.The fit seems right on, if you have average width feet you should just get the size you normally do."
Under Armour,2024-02-06,"I wear these at the range, for tactical training and in my job as a photographer. They are comfortable standing or running around all day on flat or uneven surfaces. They look great with sweatpants, jeans or tactical pants. I have had several pairs and they hold up well. I wish they came in all black, I sometimes paint the white soles. A great UA product. I will continue to wear these for years to come."
Under Armour,2023-05-02,I was looking at these shoes originally for my daughter who had to choose this brand for her team. She looked at many options but kept coming back to these. We ordered a pair and then my son wanted a pair too. The kids like the design and how comfortable they are. My daughter plays competitive basketball and likes the grip better than other brands and appreciates the ankle support. These shoes are unisex and the sizing was perfect both of them.
Under Armour,2023-10-05,"These shoes are dope looking and I was excited to get them, but they are constructed so strangely. First, they run an entire size smaller than any other shoe I've ever bought. Second and most importantly, the arch in the shoe is so far forward (practically in the ball of my foot) that they are painful to wear. I tried exchanging them for a larger size, but had the same issue. Gonna have to admit defeat and just get a refund"
Under Armour,2023-07-22,"First off want to say the color combo ( black with neon green ) is such a great contrast. Secondly these are the most comfortable pair I have ever bought, all UA are top their in comfort but these are by far my favorite yet. They are so nicely made, no mistakes or opps,, they are seemless. I highly suggest these exact style to everyone now. Even bought my whole family their own pairs in different color combos ."
Under Armour,2022-07-08,"Nice fitting shoe. I am using this shoe for a baseball turf. Although this isn't the intended use for this shoe, it works perfectly. The shoe is affordable and sturdy. The drawback I see is this is a running shoe and the one advantage the actual baseball turf shoe has is the aggressive sole that works much better for the baseball field. The overall disadvantage for for me is Under Armour does not make enough shoes available for guys like me in a 4E width shoe. They would get much more business from me if I didn't have to bounce around shoe manufactures looking for the correct shoe size."
Under Armour,2024-02-04,"The shoe is great. The colour is spon on, I have gone for the black and white strip version and it turns out to be great. It is really comfortable while walking and running. Have not tried this in the gym so cant say about that. Overall, great product for the price. Make sure to buy it on deals. I got this for 45 CAD something and overall really satisfied with the product"
Under Armour,2022-07-12,"These shoes are CUTE and let me tell you how I can NEVER find cute shoes for my Husband in a Size 15 Wide! His shoe selection has been SO limited since he hit his teenage years and I FINALLY found a store that not only Carry's his shoe size but also - has clothes that fit him length wise! SO many normal department stores have a 'Big and Tall' section and that has never worked out for us. It's 99% for more larger people - which is fine, but we need some 42, 36's around here! So thankful that I found this store! P.S. He LOVES his new shoes! We'll be shopping here Often!"
Under Armour,2022-12-19,"The main reason I ordered this shoe was for the extra wide size and they do not disappoint. They are comparable to Brooks & Saucony at double the price as I've owned both. The arch support is satisfactory, but I supplement with an insert to get me where I need to be. Note: the insoles of the Charged Assert are glued down if that matters to you. The overall size seems to be true. I bought the light grey and will be ordering the blue as a second set. Additionally, I use these shoes for casual daily wear, not necessarily to workout or run."
Under Armour,2023-05-14,These shoes are my go to pair. Great for running and walking also a stylish casual shoe that fits right. Very comfortable with great support and keep your feet cool. I own 4 pairs of these shoes in different colors. You will not be disappointed with the fit and comfort of this shoe . If you have a wide foot these are for you. Great shoe at a decent price!
Under Armour,2023-05-05,"This is a great workout shoe, the quality is superior, however I think they run small. I take a straight size 9 in dress and casual shoes and sometimes a 9.5 in sneakers / athletic. I found that the 9.5 in these were too small, so I ordered the navy blue in size 10 and they are a perfect fit and very comfortable on my flat feet. So I ordered them in black as well. Can't go wrong."
Under Armour,2023-05-11,This shoe did not disappoint. It was very light and comfortable. It's very comfortable for long walks and mild jogging. I would recommend this shoe to anyone. This is a nice looking shoe. You can not find a better shoe for the price. I was so satisfied with the shoe that I bought two more pair.
Under Armour,2024-03-17,"These shoes are nice, but unfortunately they were a bit too tight for me. I normally wear men's size 9, these run about a 1/2 size smaller. I decided not to return them, rather maybe sell them locally. Otherwise I would keep them, it was a good deal. Team town did a great job in sending them, I received them quickly."
Under Armour,2023-04-27,"I had been eyeing these shoes for a while because they looked so comfortable. They did not disappoint! The super foam makes them great for all day anything! I have never owned a pair of UA, but found them to run small. I typically wear a size 8, but returned them to Academy and ordered a size 8.5. They fit, but I would might even go for a size 9."
Under Armour,2023-07-05,"We liked the fact that the sole is black. It it is white, it get within days the dirty look. These ones are relatively resilient to ear and tear. Keep in mind this is the extra wide width. Had to reorder in the regular width. Return was quick and seamless."
Skechers,2024-03-02,"Skechers slip on shoes are awesome !. as someone with back issues it makes putting on shoes a breeze. and as with all Skechers shoes, they are super comfortable. I use these for outdoor use, in my shop, and it is very convenient to have slips on when coming in and out of the house frequently. Also, Skechers shoes are always comfortable right out of the box !! Highly recommended"
Skechers,2023-08-18,"I haven't had these long but I'm a fan of Skechers so I'm sure they will be good. The right shoe is a little loose (something I haven't experienced with Skechers before) so I think the back of the shoe may wear out prematurely. When I first tried them on I couldn't ""slip in"" to the left shoe. Since then it has loosened up a bit. It's great to have slip-in shoes, however, it would be nice to have laces to tighten them."
Skechers,2023-10-07,I have normal feet and these fit length and width just fine. However they are so tight across the top and caused so much pain I can't wear them. Not to mention they are the noisiest shoes I've ever worn. It sounds like you have an octopus on both feet when you walk sucking the ground. My last purchase of Skechers shoes.
Skechers,2024-04-01,"I bought this a few weeks ago and soon after bought more in other colors. They are padded, but not so padded that they are overly cushey which i prefer. I also like the look/style. I was also happy that they came in extra wide."
Skechers,2024-03-04,"Have been wearing these daily for almost a year, including miles of walking in Britain for a month. Still super comfortable, and showing little signs of wear. Got another trip to Iceland coming up in August and I'll be buying a new pair for that."
Skechers,2023-08-24,"Shoes arrived on time and packaged well. Fit is good and they are easy to slip on. They call the color brown but, they are more a khaki color. Would recommend."
Skechers,2023-05-22,These slip on sketchers are the most comfortable shoes I have ever owned. I recently had two hip replacements so not having to bend down is a blessing. The only negative thing I have is that shipping took way too long.
Skechers,2024-02-25,I got these for my husband. They were extra wide. He usually just wears a wide. He complained that they were too tight. So I had to return them .
Skechers,2023-09-19,I have purchased 2 pair of shoes now. I keep one for going out and one for everyday wear. I love the comfort the most.
Skechers,2023-12-04,My second pair and I have tried several manufacturers . Fits securely to my wide foot in the wide size. This is the best slip in mechanism of all.
Skechers,2023-11-21,"I heard great things about this sneaker, but unfortunately it did not work for my Dad. My Dad saw these on TV and he really wanted to try them out. However, my Dad has a disability and is in a wheelchair. So he thought a slip-on sneaker would be great for him. So I went and got him a size 8.5, his normal shoe size, but I had to return them because he couldn't even put his foot inside. So I went back to get a bigger size, a 9.5. This size actually fitted him perfect, but he still wasn't satisfied because he couldn't actually slip them on without a struggle. So I guess you have to be standing up in order to slip them on, which was really hard for my Dad. So unfortunately I had to return them."
Skechers,2023-12-14,"This is a super comfortable shoe. It fits me basically dead on, and it's nice that we can dispense with the idea that I'm tying shoes every day and not just jamming my feet in using the heel as a shoe horn every day - and this shoe is specifically designed for that. They are very, very comfortable. I'm on my feet all day and I feel great all day. They also breath really well.The only downside is they are fully cloth - which is great for how much airflow you get and how light the shoe ends up being, but if you have to walk in wet grass or puddles your feet will be soaked, so keep spares around or choose different shoes on rainy wet days."
Skechers,2023-08-21,"I've spent a fortune searching for perfect pair of shoes for my husband. You can no longer bend over due to back issues. He Steffens suit him perfectly and he can manage on his own. My only observation is do we have to have the step in words on the side so that it advertises for everybody that, he's unable to get his shoes on. I would much rather have just seen sketchers on the shoe. As for durability and length of time that they will last, we will have to wait and evaluate that as we go .Price bit of an issue, hoping you have substantial sales occasionally so that we can order more."
Skechers,2023-08-20,"I was hesitant at first because I am plagued with peripheral neuropathy and most shoes have proven very difficult, if not almost impossible for me to enter. BUT the words used to advertise the Sketcher Slip-ins are certainly not exaggerations. They are easy to ""put on"" initially and provide a comfortable way to walk. Nothing is ever perfect but these shoes are as close to perfect as I ever expect to find. Finally I can put on my own shoes!"
Skechers,2023-06-11,"I love Skechers! I have them and have been wearing them for years. But with these slip-ons I can not slip my feet in! They are too tight, yes once on they fit, a bit tight but they do fit. But the point was to be able to slip them on because I have knee issues. I just wish I had known so I would of ordered a full size larger.I would only recommend them if someone is able to try these slip-ind on in a Skechers store first for sizing."
Skechers,2023-11-10,My husband would never listen to me about buying shoes. He would always get cheap tennis shoes. I decided to get him these shoes because he was having a hard time getting his shoes in and off. I am so happy that he must love them. He wears them everywhere we go. They not only look nice they are easy on. They are great shoes and worth every cent.
Skechers,2023-11-15,"I had heard so much about Skechers footwear and had several people recommend them to me. I made my purchase after seeing Willie Nelson wears themðŸ˜‰ and I'm glad I did. I really like the fit (they come in half sizes), they're stylish, very lightweight and easy on the pocketbook. I recommend them to everyone. I'm definitely going to purchase more Skechers!"
Skechers,2024-03-20,"comfortable and practical footwear that made my life easier after receiving a full hip replacement. Very easy to slip in and out of. They were reduced which made them affordable, I wouldnâ€™t have paid full retail. Iâ€™m a true size 11. The box they came in said UK14 and the shoe itself said UK10, but they are a perfect fit, so hats off to Pavers for knowing they run on the large side."
Skechers,2023-05-20,"I have a bad back, so I was looking for a lite shoe with good support I can wear around the house. These are perfect. I never take them off, sometimes I forget I have them on. To me the seizing is a bit off, I had to order half a smaller. Bottom line Very comfortable shoe, hope they last. Would definitely buy again."
Skechers,2024-01-14,I bought this shoe a few weeks ago and I wear them all the time! I'm currently looking at other colors!You do literally slip right into them and they have a good arch support and cushioning. I bought them for cushioning as it's what Skechers is known for. You will not be disappointed!
Skechers,2023-12-29,"I was worries about the shoes getting loose (since there are no laces) however the shoes are nice and snug around the ankles. I don't know how they will be a few months from now, but the build quality seems to suggest I will not have to worry.I almost always wear shoes without tying them up. It is nice to have shoes actually made for that.I will definitely buy Skechers Slip-Ins again."
Skechers,2023-09-25,I love these shoes! They are very comfortable and look very sporty. The slip on feature is fantastic and really is a great feature especially for those with issues bending over or back issues. I would definitely recommend these shoes.
Skechers,2023-09-19,I work long hours in urgent care. These are comfortable on my feet. I love how I can move around in them. I almost never want to take them off. Highly recommend these shoes to everyone.
Skechers,2023-11-19,I've been looking for a couple of pear of slip-ons and I have found a few of them by Snoop. I'm hoping that they are available for purchase when I have the funds to purchase them. I am planning to purchase 2 or 3 pair ðŸ¤”.
Skechers,2024-02-01,Very good salesman and knowing what we were looking for.Will be going back.I think his name was Garrett very pleasant.Thanjs again
Skechers,2023-11-11,Husband just loves sketchers and I showed him the slip ons- he wasnâ€™t too sure of them but I ordered him a pair and hasnâ€™t stopped wearing them!
Skechers,2023-11-04,I found and tried on these slip - one at a local store but they were $95.00. Your price was much better and more reasonable
Skechers,2024-02-22,My husband wears a 12 extra wide! So thankful you carry them - he goes through 2-3 pairs a year!
Skechers,2023-12-29,I purchased these for my husband Xmas gift he couldnâ€™t belive they were so comfortable.
Skechers,2024-02-02,I got these for my husband on Tuesday and he loved them
Skechers,2023-08-18,"I bought these for my husband at his request. He loves these shoes, they are easy to slip on and very comfortable. He said he is very happy with the fit and feel of these shoes. He wears a size 11 wide, they are true to size. He noticed a little wear on the toe but this is something you might expect with a summer fabric shoe with use. The no hands slip on feature is what most appealed to him. I would buy these again."
Skechers,2024-02-04,I bought these shoes about 5 months ago they fit well. I walk a lot in these not the most comfortable soles but they lasted longer than my Nike monarchs and about as long as the new balance walking shoes. I can't really complain about the shoes for the price to value I got out of them. The only complaint I have is the soles are too thin or they wore really thin when I was using them these are a decent walking shoe that I have put a lot of work into
Skechers,2023-12-16,"This is the third pair I bought from Academy. I had to return the other two because they were not as described. This pair was what I wanted, but it doesn't fit well. It angers me that I had to make three trips to buy one pair of shoes, which I am not satisfied with. If the store had these in stock, I would have been able to purchase the right fit in one trip. I like Academy, but I will not be buying shoes there anymore."
Skechers,2023-05-09,I have been wearing Skechers shoes for years and find them very lightweight and comfortable. I have just had a hip replacement and needed help with putting my shoes on. I ordered a pair of these Skechers slip-ins and they are absolutely amazing. So easy to put on and take off and extremely comfortable also very stylish. I love these shoes and will certainly be buying more of them.
Skechers,2024-01-02,"I purchased these Skecher shoes for my husband. He usually orders very wide shoes (6e) from a company that specializes in wide shoes. He was surprised to discover these relaxed fit, extra wide Skechers were very comfortable and wide enough. I hope DSW will continue to carry more relaxed fit extra wide Skecher shoes."
Skechers,2023-11-24,Was looking for an extra wide shoe. Found this and tried it on. Very comfortable feel. OnceOut of store placed then one and did some more shopping. Night and day difference in the shoes I had. Highly recommend if looking for a slip on shoe.
Skechers,2023-12-09,"Purchased these for my elderly father who has difficulty putting shoes on. Easy to step in to and take off. Has an extra wide foot & high arch. Most comfortable shoe he’s had in a long time. Very lightweight, so easier to walk in. Comes in a variety of fabrics"
Skechers,2024-02-19,"My husband's shoes are always medium width. The width of this shoe is narrow for him. Also, the bottom of the shoe does not have enough cushion. I ended up returning this shoe. However, it's a good price (clearance item)."
Skechers,2023-08-14,I ordered these Skechers Parson Moc-Toe shoes in a wide size even though I normally wear D. They slip on super easy and stay on. They wear very comfortably. I have since ordered a different style Slip-In Skechers in a D size and they do not slip in near as easily. I am Very happy with both pair.
Skechers,2023-05-23,"Bought this three weeks ago. Very comfortable and easy to slip into (be careful to get ""slip-ins"" not ""slip-ons"").The sizes run large with the wide styles; normally a 9, got 8 1/2.Great looking and have sent a couple of friends to DSW to get them.Great for elderly."
Skechers,2024-03-04,"I recently purchased a pair of shoes online, and I initially ordered my usual size 11. However, upon receiving them, I quickly realized they were too small. Disappointed, I returned them and opted for a size 12 instead.Thankfully, the size 12 fit perfectly! I must admit, I was a bit surprised since I typically wear size 11 in all my other shoes. It seems there's a sizing discrepancy with this particular brand or style. Despite this initial setback, I'm glad I gave them another chance by exchanging for a larger size.Once I had the right fit, I found these shoes to be excellent. The build quality is impressive, and they're quite comfortable to wear for extended periods. The design is stylish yet versatile, making them suitable for various occasions.While the ... MoreI recently purchased a pair of shoes online, and I initially ordered my usual size 11. However, upon receiving them, I quickly realized they were too small. Disappointed, I returned them and opted for a size 12 instead.Thankfully, the size 12 fit perfectly! I must admit, I was a bit surprised since I typically wear size 11 in all my other shoes. It seems there's a sizing discrepancy with this particular brand or style. Despite this initial setback, I'm glad I gave them another chance by exchanging for a larger size.Once I had the right fit, I found these shoes to be excellent. The build quality is impressive, and they're quite comfortable to wear for extended periods. The design is stylish yet versatile, making them suitable for various occasions.While the sizing issue was a bit inconvenient, I'm ultimately satisfied with my purchase. If you're considering buying these shoes, I'd recommend sizing up to ensure the perfect fit. Overall, I'm pleased with my experience, and I'll certainly be keeping an eye on this brand for future purchases. Less"
Skechers,2023-07-03,"I hardly ever endorse any product but these are amazing. I had a badly strained Achilles tendon/heel. Within 3 days of wearing these, that affliction dissipated. Wear them barefoot (so socks) for a few days so your feet will ""form"" within the shoe. I take 11.5 however these are 11 and feel and fit great. I would suggest 1/2 a size down from your normal size as there is some ""give"" to them but they do not ""baff"" out like other soft shoes., Love the step-in feature. Mostly because I am not only lazy but also old and fat. Buy these! You will not regret it."
Skechers,2024-04-01,"Bought for my Husband, SO GLAD I DID. My husband has bad feet and is very fussy about his shoes. These are very easy for him to get on and off and do not hurt his feet. Love the color looks get with Jeans or slacks, I Would recommend these."
Skechers,2023-11-23,"Kingsize turned me onto Sketchers Slip-in Canvas shoes and they Rock! Ultimate comfort, durability and fit.Only at Kingsize could i find the Size 13 EE shoes I needed and with speedy delivery and fair pricing...JBW"
Skechers,2024-02-18,"These shoes are very comfortable and fit well. Sizing is accurate. Soles are Goodyear rubber, which should stand up well. Love the slip in technology."
Skechers,2023-07-07,Slip-ins are a great product. No bending down no shoehorn required. Comfortable with great support. I've purchased two pairs so far.
Skechers,2023-09-13,My husband is having bilateral knee replacements shortly and knew that he would need a shoe that was extremely easy to put on. THIS IS IT! WE HIGHLY RECOMMEND THESE SHOES FOR ANYONE!
Skechers,2024-01-28,Very comfortable and has good support. I have trouble putting my shoes on so these are what I needed. Very easy to slip into. Wears them all the time.
Skechers,2024-03-06,"The Sketcher slip ins arrived quickly, they were well made, a lovely style and colour and great value . Unfortunately the fit wasn’t quite right but we managed to find some very similar ones in store."
Skechers,2023-11-10,"I have ALS, and needed a better slip-on shoe than the New Balance ones I had which had no heel portion and were very dangerous. These Skechers are fantastic in that regard, and loads of traction."
