Under Armour,2024-02-25,"Works great so far! Movable, comfortable, durable, good for running, jumping working, etc. Although if you don't get size wide than it's very long and thin and odd looking imo, I got regular 10.5 and then returned it to get 10.5 wide and it's much better and more normal looking."
Under Armour,2023-05-25,"I recently purchased a pair of tennis shoes for my active lifestyle, and I have been impressed with their overall performance and versatility. In this review, I will share my experiences and thoughts on these tennis shoes, highlighting their comfort, durability, and suitability for various activities.Comfort and Fit:One of the standout features of these tennis shoes is their exceptional comfort. The shoes are well-padded and provide ample cushioning, making them comfortable to wear for extended periods. The supportive insoles and arch design offer great stability and help reduce fatigue during physical activities. Additionally, the shoes have a snug fit that conforms to the shape of my feet, ensuring a secure and comfortable feel throughout the day.Durability and Quality:These tennis shoes are built to last. The materials used in their construction are of high quality, exhibiting excellent durability. The reinforced stitching and sturdy outsole provide resistance against wear and tear, making them suitable for both indoor and outdoor use. Whether I'm playing tennis, going for a run, or simply walking around, these shoes have held up well and shown no signs of premature damage.Versatility:The versatility of these tennis shoes is worth highlighting. While they are designed primarily for tennis, they can easily be used for various other activities, such as walking, jogging, or light workouts. The shoes offer excellent traction, allowing for stability and grip on different surfaces. Whether on the tennis court or on the pavement, I feel confident in these shoes' performance.Breathability and Moisture Control:Another noteworthy aspect of these tennis shoes is their breathability. The upper mesh material allows for proper airflow, keeping my feet cool and preventing excessive sweating. This feature is particularly beneficial during intense physical activities, as it helps maintain comfort and reduces the risk of unpleasant odors.Style and Aesthetics:While performance is key, aesthetics also play a role in choosing footwear. These tennis shoes strike a good balance between functionality and style. They come in various color options, catering to different preferences. The sleek design and clean lines make them visually appealing, allowing me to wear them not only during athletic activities but also in casual settings.Conclusion:In conclusion, these tennis shoes offer a comfortable and versatile option for those seeking reliable footwear for active pursuits. Their comfort, durability, and adaptability to different activities make them a solid choice. The shoes provide a snug fit and excellent cushioning, ensuring comfort even during long hours of wear. Their high-quality construction ensures long-lasting performance, while the breathability feature adds to their overall comfort. With their appealing design, these tennis shoes are suitable not only for sports but also for everyday casual wear. I recommend considering these tennis shoes for anyone in need of reliable, comfortable, and versatile footwear."
Under Armour,2024-02-17,"After a lot of foot trauma of the last 53 years resulting in hallux rigidus, walking can be painful. What’s triggers it is a tight shoe with limited room for my toes. I ordered this shoe with a 4e extra wide, which provides a very large toe box. This shoe is light and is so much more comfortable than ALL my other shoes! I’m beyond excited to wear these moving forward. They seem like a quality shoe and the price was sub-$50, which is almost unheard of these days."
Under Armour,2024-04-07,Well made. Good fit and very comfortable
Under Armour,2024-03-05,Fits kind off loose and need to be tied snugg for more active activities. Very comfortable around and especially under the foot. Like walking on clouds. I would not use them for serious running but feels and looks great for active brisk walking.
Under Armour,2024-03-24,"Bought these because my Nike running shoes would squeak with every step and it was really annoying. After putting them on they felt REALLY GOOD, plus they have 4E wide which is amazing. After 8 months of use I haven’t once rolled my ankle (which is something I would do in my Nikes every 2-3 days) just bought the assert 10 recently and same exact quality as the last generation. Also got my mom and brother into buying a pair as well. 11/10 great shoe."
Under Armour,2022-08-04,"Uneven sole, thank you for making my foot hurt."
Under Armour,2022-09-23,"In one month shoes got torn. I never seen any other brand shoes ever get torn on top part of the shoes. Very disappointing with under armor brand.Usually, shoes get ripped off on front bottom part. In this case it torn on top part of shoes."
Under Armour,2023-05-21,"Hold on to your socks, folks, because these black Under Armor athletic shoes are about to knock your feet off! These bad boys are like a covert operation for your toes, delivering stealthy comfort and style that'll make you feel like a ninja on a mission to conquer the world (or at least the neighborhood basketball court).First things first, let's talk about the blackness of these shoes. They're so black, they make the night sky jealous. It's like strapping a pair of mini black holes to your feet, ready to absorb all the attention and keep your fashion game on point. Whether you're hitting the gym, going for a jog, or simply kicking back with your pals, these shoes will have you looking sleeker than James Bond in a tuxedo.Now, let's talk about comfort. These shoes are so cozy, it's like walking on a cloud that's been sprinkled with unicorn feathers. The moment you slip them on, you'll feel like your feet are being hugged by a squadron of baby kittens. It's a blissful experience that'll have you wondering why you haven't been wearing these shoes since birth.And the performance? Oh boy, get ready to unleash your inner sports superstar. With their advanced technology and built-in superpowers (okay, maybe not superpowers, but close enough), these shoes will have you jumping higher, running faster, and pivoting with the agility of a gazelle on roller skates. Your opponents won't know what hit them as you leave them in the dust, questioning their life choices.But wait, there's more! These shoes are like the secret agents of the sneaker world—they're lightweight, durable, and ready to take on any challenge. Rain, mud, or an unexpected game of leapfrog over a puddle, these shoes won't let you down. They're built to withstand the elements and keep you going strong, like a trusty sidekick that never leaves your side.In conclusion, these black Under Armor athletic shoes are the ultimate blend of style, comfort, and performance. They'll have you feeling like a ninja warrior, ready to conquer the world one stride at a time. So, strap them on, lace them up, and prepare to kick some serious booty (figuratively, of course). Embrace the power of the stealthy solemates, my friends, and let your feet experience the glory of footwear excellence."
Under Armour,2023-09-03,"Muy bien calzado, cómodo, flexible..."
Under Armour,2023-07-12,No long-term fatigue when wearing these great running shoes. You wont be disappointed!
Under Armour,2024-02-26,"Received as Xmas gift, fit was worse the more you wear.  I can no longer return and under armor will not assist with this product.  Price was great but fit and very hard rubber sole was awful"
Under Armour,2023-08-16,La talla y la calidad están bien pero me enviaron un color diferente al que pedí
Under Armour,2022-09-08,Lightweight and great support.  Perfect shoes and affordable!
Under Armour,2024-03-10,"At 6’6” and 225lbs, these are great shoes for everyday wear, beaters, or really anything you need them for. They are also a great price. One thing I notice, in being a bigger guy is the cushion and insoles wearing out really fast, especially being that I have a really high arch and wide foot.After two months, they still look and feel great, with showing just regular wear being I’ve worn them pretty much everyday, all day. Something else I’ve also been really impressed with is the outsole holding up nicely. Very little wear and tear, and has great traction.The feel of the shoe is on the firmer side, not necessarily hard, just a very comfortable and firm feel. It’s also really nice that they are wide. Regular width shoes just don’t work for me anymore.Haven’t worn Under Armour in 15+ years, and that was back in my baseball days. Definitely worth the price, and in my view, way better than shoes that typically cost $120+ that wear out very quickly."
Under Armour,2024-03-08,"These are great for wide feet. Fit well, comfortable, this is my 4th pair of these. They are a little lighter green than the in the photo but it’s no big deal, they look great"
Under Armour,2023-11-12,"Standard for all my reviews: When reviewing products, I always remain objective and honest about the product or service. I always review with information that I feel others would like to know about the product as I always assume what I'm writing will influence for or against the purchase. I always try to go above and beyond surface characteristics and input into quality, value and application. Most importantly, I will always end the review with an answer as to whether I'd purchase the product again which I believe is the most critical question pertaining to the item. To manufacturers: Want me to review your items, just let me know!I was looking to upgrade my shoe game because Nike has gotten so expensive recently. I really liked the simplicity of these UA shoes, good tread with a not-busy design. After receiving them I was immediately impressed with how light they are and how they feel overall. They would be a great walking shoe I think but I use Asics for that. The ONLY issue I have with these UA sneakers is that they are a little uncomfortable on the top of my foot near the tongue. I've tried loosening the laces a bit near the top and that helps but it's still a small issue. Other than that, I really like these shoes and I'm using them as my every day shoe when I'm not working out. They look great with shorts or jeans.I would actually purchase these again despite the minor discomfort issue. I'm hoping they just need to break in a bit more but it's not significant enough to keep me from purchasing them again, especially at the price point."
Under Armour,2024-03-20,Great feel and great look!  I needed the wide feet and this fit perfectly!
Under Armour,2024-04-10,"Bought these due to the price and thought why not. I tried these bad boys on as soon as they delivered and could not be happier. The inside of the shoe has a nice soft foam and they are light weight. Also, have a good look to them. Would definitely recommend."
Under Armour,2024-03-19,"I work 10 hours a day, 5 to 6 days a week and my feet get pretty sore since I’m on them for most of the day. Been wearing these for a week now and have really noticed a difference. And also they have good breath ability my feet don’t sweat."
Under Armour,2024-03-05,"How is this a running shoe when it has No ankle support, really low cut and instep hurts--It seems to be a common issue-- tongue too tight on top of foot, etc.I did casual brisk walking in my neighborhood for cardo.I bought this so that my Nike Air Max wouldn't depreciate as much, this was to be my daily wear shoeI don't have hilly high or uneven ground, yet my hip, ankles, knees seem to hurt as a result of wearing thisI won't climb 4 flights of stairs with thisOnly will use to walk at a regular place to and fro what's a short trip like to the nearby post office and back"
Under Armour,2024-03-29,These are light weight and help an amputee walking on prostheses to maintain their balance. As a prosthetic user certain shoes can throw off their gait when walking. Once a shoe is determined it will work well you don’t want to change the shoes. This style offers a variety of colors to be able to wear different ones without changing the way an amputees gait is compromised.
Under Armour,2024-04-04,Good looks and a wider toe box for great comfort and style.
Under Armour,2024-03-24,Size is accurate. They are comfortable. And make great basketball shoes.
Under Armour,2024-04-03,Great fit and feels like walking on air.
Under Armour,2024-02-29,"I love these. Comfortable, masculine and sexy looking shoes. Perfect for the gym or wherever. Good quality!"
Under Armour,2024-04-05,I bought these for my son and he is flat-footed and wears orthotics.  The sneaker gave him good support and was comfortable.  Very affordable as well.
Under Armour,2024-02-26,I had this pair originally and liked it so much that I ended up buying another pair after wearing my other ones out. I had the previous pair for a year or on a regular basis. They were very comfortable. Very durable and held up to all four seasons. I like them so much I ended up buying the exact same pair a year later
Under Armour,2024-04-12,No complaints. Perfect fit! Looks are awesome! Fits are right on! Size is perfect with room to spare.
Under Armour,2024-03-04,"Nothing to say, nice confortable pair of shoes, nice quality also as far as I can tell."
Under Armour,2024-03-06,I usually wear a 9.5 and they were too small so I went up to a 10 and they fit great. They are comfortable and light weight. I like the medium gray and they are easy to clean.
Under Armour,2024-03-16,Product fit as expected. I don’t know what other reviewers were talking about when they said they ran small.  Very comfortable to run and lift in at the gym.
Under Armour,2024-04-02,"This shoe is extremely lightweight and comfortable,this is my 2nd pair just a different color."
Under Armour,2024-03-10,"Well constructed, comfortable and small so I gave them to my son with a slightly smaller foot."
Under Armour,2024-04-03,"These shoes are lightweight, I was expecting a bit more breathable given the mesh fabric but that doesn't seem to be the case.Also there may be quality issues my left shoe fits tighter than the right one 😔"
Under Armour,2024-03-22,These are very comfortable. They came rather quick and I am pleased.I live near an UA outlet and I still can't find some particular shoes I previously had but Amazon never Fails me
Under Armour,2024-02-27,"I can't believe Under Armour would put their name on such a disgraceful product like the Men's Charged Surge 4 Running Shoe. Let me start by saying that I didn't even bother wearing them after inspecting the quality. The materials used in these shoes are cheap beyond belief. It's like they were made from the lowest grade of materials they could find.The soles are not even rubber as one would expect from a reputable brand like Under Armour. No, they're made of flimsy plastic that feels like it would disintegrate after a single run. It's absolutely shameful that a company with such a well-known name would attach it to something so subpar.Save yourself the embarrassment of wearing these shoes and the disappointment of wasting your money. Under Armour should be ashamed of themselves for putting out such a shoddy product. Do yourself a favor and look elsewhere for your running shoe needs."
Under Armour,2024-04-02,Love them
Under Armour,2024-02-29,"I'm typically a 6.5 in running/tennis shoes. Ordered in my normal size and the shoe fits a little more snug than I prefer, but not so snug they are unwearable. If I were to repurchase, I'd order a 1/2 size up. The color is exactly as expected and the shoe is light and has the right amount of cushion without being unsupportive."
Under Armour,2024-03-16,"I read several articles about the best shoes for dance aerobics and similar, and these and one other under armour shoe were listed in several recommendations.  When I saw how inexpensive they were (if you don't care which color, it seems at least one is always on sale), I thought there was no way they would be high quality, but then again, at that price it was low risk, so I ordered a pair in my usual size.  I found them to fit a little small, which I have never experienced with any of my other athletic shoes, but I felt like the fit was good otherwise so I returned and sized up half a size.I immediately liked them on first use (in an aerobics class, with dancing, jumping, etc. on a hard studio floor), and they are now my dedicated workout studio shoes.  I've worn them for several types of workouts and they are still outperforming and heir price point and holding up really nicely (holding up better than my altras that I run in which were three times the price).  They are supportive and have structure and still have some (but not too much) cushion.  I've not even swapped out the insert which I've done for other shoes. These are one of the cheapest pairs of athletic shoes I've ever owned and have definitely given me a positive opinion of UA."
Under Armour,2024-03-14,When I first got these they were giving STIFF and suffocation but now they feel so roomy and comfortable on my feet. I really like them for work and the gym. They stay looking so clean through the rain and all and they actually look cute on me.
Under Armour,2024-02-26,"I like this style for light indoor works outs and casual all day wear. I originally ordered my normal size of 7 1/2, but they were way too snug on my toes. I returned those and got a size 8. They are a bit wider than I prefer at that size, but still comfortable and snug."
Under Armour,2024-04-06,"I work retail and I am on my feet a lot! These shoes are amazing and comfortable. It feels like I’m barefoot. Awesome support. I’m a little over a year post operation from an Achilles repair, and my feet never hurt at the end of the day. They are more expensive but totally worth it. Can’t put a price on comfort"
Under Armour,2024-02-29,So the shoes are comfy as far as space. I dont have wide feet so the regular size fit perfect. I will say they are very uncomfortable to stand in. I wear them to school and don't even stand that long and my feet were HURTING! So these are not for standing for long periods of time and maybe its just me.
Under Armour,2024-03-11,"The shoes are incredibly comfortable, breathable and durable. The color is exactly as described and are true to size."
Under Armour,2024-03-30,"I will preface this by saying I have had these UA purple tennies a while ( almost a year)? & STILL LOVE them.  I do dance aerobics a lot &/ or walk at least 3-5 miles a day.  I wear size 7 and have neither a very wide, or narrow foo- just let nda normal.  The shoes, I feel, are well made, super comfy ( my 3rd pair of Under Armor... And the color purple are everything I had hoped for.  You can see me coming - that's for sure.I'm a fan... Get 'em.  ( And no sponsorship here). Btw"
Under Armour,2024-03-17,These are good shoes for my son. They are comfortable and affordable.
Under Armour,2024-04-03,"My 7 year old wears these shoes and they have held up well over the past few months! We've tried some other Amazon shoes that fell apart in a couple months, but I've been happy with the quality for the price and will plan to get these again in the future!"
Under Armour,2024-04-12,My son thought they are very comfy and loved the look
Under Armour,2024-04-15,Fit my daughter perfect. She says they’re comfortable. We appreciate the wide toe box compared to other brands. Would buy again
Under Armour,2024-04-11,"Stiff upon arrival but hoping they break in soon. Nice shoe, not too heavy. Son loves the black on black design. Would purchase again!"
Under Armour,2024-04-06,My son is very active and doesn’t take care of anything. A little cleaning and these look brand new. They can take a beating and will still be his go to shoe.
Under Armour,2024-04-11,Perfect fit every time.
Under Armour,2024-03-04,These shoes look good and also feel very comfortable. Great for a teen who’s always on the go and into sports.
Under Armour,2024-01-28,"Purchased the Under Armour Men's Yard Low Turf Baseball Cleat Shoe, and it's a game-changer. Here's a brief review:Exceptional Traction: 🌪️👟The traction on these cleats is outstanding. Whether sprinting on the bases or making quick lateral movements, I feel secure and stable. The strategic placement of the studs provides optimal grip on various surfaces, making them a must-have for the baseball diamond.Stylish Design: 🔥👟Under Armour nails it in the style department. The sleek design and attention to detail make these cleats look as good as they perform. They've become a conversation starter among teammates for all the right reasons.Overall Impression: 🌟⚾The Under Armour Men's Yard Low Turf Baseball Cleat Shoe is a home run. Whether you're a seasoned player or hitting the field for weekend games, these cleats deliver on performance, comfort, and style. They've become an essential part of my game-day gear.In summary, if you're seeking baseball cleats that excel in traction, comfort, and durability, look no further. Under Armour has crafted a winner with the Yard Low Turf Cleat. Highly recommended for any player serious about their game."
Under Armour,2024-03-29,very tight fit and has good grip
Under Armour,2024-04-01,They fit great and look great too
Under Armour,2024-03-13,"The most comfortable turf show I’ve worn, and I’ve worn a lot over the years. Hands down the best ones I’ve had. My teammates bought themselves these exact ones. High comfort level, durable."
Under Armour,2024-03-15,"This is my son’s second pair. Fantastic tread, great fit, and he loves the color way."
Under Armour,2024-02-14,My husband coaches our son’s baseball team and we play year around. He wanted a new set of coaches shoes as he called them. Reasonably priced since all sneakers are expensive these days. But they look good on and he wears them every practice and game so they must be comfy!
Under Armour,2024-02-14,"Excellent Fit. I have the same brand running shoes, therefore I felt confident that the sizing would be correct for my feet. It was.  I had a problem in the past making an assumption that the sizing for all the manufacturers would be the same. They aren’t. I learned that the hard way. Not much difference but enough to.be uncomfortable."
Under Armour,2023-11-02,"I bought these because we started playing in a new slow pitch softball league with a turf infield. They were more comfortable than I thought they'd be, and gave great grip on the turf, and surprisingly great grip while I played int he outfield which had regular grass. I even took them once to use to play golf and they were fantastic.Only downfall is that the inserts are glued in. So if you want to swap out your inserts, you have to tear them out. I decided to keep them in because they were glued, and I was pleasantly surprised at how good the shoes felt."
Under Armour,2024-02-19,"Price and the shoe looks great, very comfortable"
Under Armour,2024-03-12,"Very comfortable and responsive, high quality shoes. Love them so far!"
Under Armour,2023-12-23,True to fit and comfortable.
Under Armour,2024-03-23,"I recently went back to running. I trained and ran back to back races with these shoes and these are one of the most comfortable shoes i ever used. I feel like UA for me is hit or miss and this is definitely a hit. It’s light, it doesn’t feel like it’s messing with my strides, and bonus is it’s almost a built-in warning to drivers on the road (I bought the hot pink-ish one on a whim haha)."
Under Armour,2023-12-31,I bought these for my younger brother's birthday. He absolutely loves them! They're the first pair of shoes he's ever had where he tried on and they fit perfectly and they're very comfortable.
Under Armour,2023-11-20,"Comfortable, light"
Under Armour,2023-12-29,Muy bonitos y cómodos
Under Armour,2023-08-31,"Ive got plantar fasciitis, both left and right. These fit great and are true to size. I need shoes to be a little tighter, as I tend to get injured more with even a little extra room. Comfy so far. I do worry about the stitching long term, but time will tell."
Under Armour,2024-01-30,These shoes are used for youth basketball and do a wonderful job on the court while also looking “cool”. The black and gold coke combo make them sleek and modern. The fit is true to size and have a comfortable sole.
Under Armour,2024-02-12,"Great show.  As soon as my son put them on he loved them.  Great quality & look for the price. Fits great, looks great with everything. Definitely recommend."
Under Armour,2024-04-15,My boy loves these they fit perfect as ordered
Under Armour,2024-03-06,My 7 year old son love these pair of shoes.. he's petite so 12.5 kid size fits perfect for everyday use. He said it's comfy so that sounds great to me.
Under Armour,2024-02-11,Awesome shoe but does run small in size. My daughter wears a 5 and thank goodness I got her a 6 cause they are snug! Good ankle support and durable
Under Armour,2024-01-31,I bought these for my 9 yo for Basketball season. He loves them so much he wants to wear them to school every day. They are all leather and I know will hold up well! Hes says they are very comfortable and more supportive than his every day shoes. This picture is nearly daily use after 1 month!
Under Armour,2024-04-06,My daughter loves these basketball sneakers. She said they're very comfortable and easy move in when she's on the court. The colors are cool and stylish.
Under Armour,2024-04-01,very good
Under Armour,2024-01-06,They are comfy and the color is nice and bright. Exactly what I was looking for.
Under Armour,2024-02-21,"I bought these for my daughter for Christmas. She loved them, and said they are SUPER comfy for running, walking, and working out. Good choice of shoes!!!"
Under Armour,2023-09-24,Although I got them in a size too small I still wear them and they’re as comfy as can be. Really don’t see the green in them as much as I see it as grey but they’re still cute and comfortable.
Under Armour,2023-09-24,Excelente zapato
Under Armour,2023-10-21,Tienes que pedir medio número más de ti talla xq viene reducida
Under Armour,2023-10-22,"If you like this brand, I would recommend these shoes. They are comfortable and cute. The only issue I have is the toe box seems narrow, but I have only worn them twice. I will purchase more when I can get them for the same price or less than I paid for this pair."
Under Armour,2024-03-21,"I wore this sneakers all day and didn't feel a bit of discomfort,  was light arch support , great buy no regrets.  I went up a size to be sure and I'm glad I did"
Under Armour,2022-11-15,"They were a bit narrow, I would have liked more room for my pinky toe. They're just not as roomy as I'd like. They're pretty flat and not very cushy. But the arch is good. They'll do."
Under Armour,2024-04-08,"I've quite a few UA clothing that I wanted an athletic sneaker to match my joggers. This sneaker is comfortable, durable and fits great. I recommend this UA sneaker."
Under Armour,2024-04-09,Comfortable and have enough support.
Under Armour,2024-04-06,These shoes are amazing. I have worn themEveryday exclusively since spraining my2nd ankle in 9 months. Comfortable and supportive - I have stepped off the curb wrong but didn't sprain my ankle while wearing these!!!! Since they are all black I wear them even at work with dress pants.
Under Armour,2024-04-02,"I absolutely love the look of these! They’re really cute and even cuter when I wore them. I bought my normal shoe size, they’re a bit snug so I wish I would have went up a half size. I kept them and still find them comfortable. I did get a blister after the first time I wore them but haven’t since. If you tend to wear thicker socks with your tennis shoes I would definitely go up at least a half size. Other than the sizing I love them!"
Under Armour,2024-03-25,Very comfortable and they fit perfectly!
Under Armour,2024-04-14,"I wore these suckers for 5 days straight at Disney, with 2 of the days being around 25,000 steps. Not a single blister in sight and my feet were tired but not in pain. Highly recommend these for walking. For running they aren’t quite enough cushion for me, but walking is perfect!"
Under Armour,2024-03-18,These fit perfectly and are exactly as pictured. They are comfortable and fit well. I would definitely purchase again
Under Armour,2024-03-28,"Best fitting sneakers that I've had in a long time. Good cushioning on insole, and good arch support."
Under Armour,2024-02-05,"Fit well, has held up well also."
Under Armour,2024-03-23,Great shoes
Under Armour,2024-01-31,These shoes are great quality Under Armour shoes!! I had to change sizes for my daughter and had no problem getting the refund and buying a bigger size. The shoes are light weight and look exactly like the pictures.
Under Armour,2023-09-03,Great shoes sizing runs a bit small though!
Under Armour,2023-10-15,Fit percent and at a great price. Very durable and comfy
Under Armour,2023-09-22,"The shoes are as expected.  The sizing was correct and my son enjoys them.  As far as quality goes, the middle strip on the one tongue started to fray pretty badly after a couple of weeks but it's only a small strip."
Under Armour,2024-01-28,they  are good
Under Armour,2023-08-15,The shoe ran way too small . My child just out grew a size  6 with a bit of wiggle room left. I bought the next half size up. The 6 1/2 was smaller and tighter than the size 6  from the same shoe company.  If I bought a whole size up then the shoe would be to big. It ran small  in the toe area and side of the shoe. My son has a narrow foot but this was way to small
Under Armour,2024-02-29,"Exactly as I expected, the sneakers are awesome, very comfortable, I'm really happy with this purchase."
Under Armour,2024-02-16,well designed shoe
Under Armour,2024-04-02,"I don't think these are serious running shoes. I did try to use them that way, but they didn't seem to offer much in the way of stability. So overall, I think they're no better than four star. Because they're more running shoe in style than the real thing. Or maybe it's just preference. I prefer running shoes that have very little sole to them. In any case, I picked these up to use as comfortable work shoes. I work in a facility with a concrete floor and it's helpful to have a little cushioning. I""ve found that these do the job very well. And they weren't very expensive. For that purpose they're more than suitable and I recommend them."
Under Armour,2024-03-11,"I own a significant number of shoes of various styles, purposes, and brand names; however, this is my first pair of Under Armour shoes.  A few specific thoughts:- The fit is VERY accurate.  I wear a size 10½, but often have to order up a half size due to narrowly made shoes, but that is not the case with these.  The 10½ pair that I received fits perfectly in every regard.- These are extremely comfortable shoes.  It is not an exaggeration to say that these are the most comfortable running shoes that I have ever worn.- These shoes are as light as you would expect running shoes to be.  They are certainly lighter than the pair that they replaced and also lighter than the pair that I owned before those.Overall, these are great shoes and I highly recommend them!"
Under Armour,2024-03-25,"Purchased these for my dad and he loves them, he said they're are very comfortable to work in as a mover and fits him very well."
Under Armour,2024-02-27,"Great pair of shoes for running, walking or daily wear.These shoes are comfortable with a roomy toe box.  In a perfectly fit pair of shoes I wear size 10.5.  The ones I ordered are 10.5 and they fit... perfectly.  These shoes, unlike some, run true to size.  This is important when ordering online (i.e. you can't try them on).The insole is well cushioned and the main sole is absorbent to the shocks, stones, bouncing around you encounter while exercising.  The fabric of the shoe is several layers of firm but flexible mesh and is very breathable.  The tread has a semi aggressive pattern for varying surfaces.  The tread is very nice in that it has good grip, but is unlikely to pick up gravel or debris very easily.A quality pair of running shoes, well designed, comfortable, versatile."
Under Armour,2024-03-01,"I got these for my son to wear as a tennis shoe to school. He likes the colors and says they are very comfortable. They do not mark floors. If I could only keep him from getting them so dirty. I bought a 1/2 size up from what he needs so that he could grow into them some. He's only 12 and already wearing a size 10.5, he's going to be a giant. UA shoes have always fit him well as he needs a little bit wider of a foot/toe box. They strings tie well and do not come undone. These shoes would do well for any type of active lifestyle or activity. They seem like they will last him until he outgrows them."
